FILE,LABEL,VALUE
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_3A3C8F4CEA4BDEFEC575B166113147AA
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_98185FF7DA3A9266765BB1661132041B
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FinancialInstrumentAxis
definition,label,loc_us-gaap_FinancialInstrumentAxis_A22A771D95C66780ED06B16611322709
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_97BBE4AB4086DE68E209B1661130B330
definition,to,loc_us-gaap_FinancialInstrumentAxis_A22A771D95C66780ED06B16611322709
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195_default
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FinancialInstrumentAxis_A22A771D95C66780ED06B16611322709
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195_default
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FinancialInstrumentAxis_A22A771D95C66780ED06B16611322709
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_6FC4A5D8D63BE545C5DBB16611323E0E
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_6FC4A5D8D63BE545C5DBB16611323E0E
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_F35C385D55EFBBA4B596B1661133D441
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_F35C385D55EFBBA4B596B1661133D441
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_B424A817B7DFDC0D721AB16611337EDB
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_3FC29A61BA91A047440FB16611327195
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_B424A817B7DFDC0D721AB16611337EDB
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueByFairValueHierarchyLevelAxis
definition,label,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_FF150BE37A8D1B1F56B5B1661133C4C9
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_97BBE4AB4086DE68E209B1661130B330
definition,to,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_FF150BE37A8D1B1F56B5B1661133C4C9
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueMeasurementsFairValueHierarchyDomain
definition,label,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D_default
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_FF150BE37A8D1B1F56B5B1661133C4C9
definition,to,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D_default
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueMeasurementsFairValueHierarchyDomain
definition,label,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_FF150BE37A8D1B1F56B5B1661133C4C9
definition,to,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueInputsLevel1Member
definition,label,loc_us-gaap_FairValueInputsLevel1Member_6720F1037BEAEC3C45C6B1661134E974
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D
definition,to,loc_us-gaap_FairValueInputsLevel1Member_6720F1037BEAEC3C45C6B1661134E974
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueInputsLevel2Member
definition,label,loc_us-gaap_FairValueInputsLevel2Member_927FA8B95F10EC06B453B1661134FD28
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D
definition,to,loc_us-gaap_FairValueInputsLevel2Member_927FA8B95F10EC06B453B1661134FD28
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FairValueInputsLevel3Member
definition,label,loc_us-gaap_FairValueInputsLevel3Member_029BF47CC4696C0218C9B16611348228
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_A46F481D86D4BC7E71DFB1661133198D
definition,to,loc_us-gaap_FairValueInputsLevel3Member_029BF47CC4696C0218C9B16611348228
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_CashAndCashEquivalentsFairValueDisclosure
definition,label,loc_us-gaap_CashAndCashEquivalentsFairValueDisclosure_10BABA90647D7C3FED51B16611349465
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_F51623FD107635B2F7B7B1661134656C
definition,to,loc_us-gaap_CashAndCashEquivalentsFairValueDisclosure_10BABA90647D7C3FED51B16611349465
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent
definition,label,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_87C0F35DBC375EECB0A0B1661135F3A5
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_F51623FD107635B2F7B7B1661134656C
definition,to,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_87C0F35DBC375EECB0A0B1661135F3A5
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_AssetsFairValueDisclosure
definition,label,loc_us-gaap_AssetsFairValueDisclosure_E1F40C3A7D8B6C7219FDB1661135CDE3
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_F51623FD107635B2F7B7B1661134656C
definition,to,loc_us-gaap_AssetsFairValueDisclosure_E1F40C3A7D8B6C7219FDB1661135CDE3
definition,type,arc
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/FairValueMeasurementTables
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GeographicalInformation
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GeographicalInformationPropertyAndEquipmentNetDetails
definition,type,extended
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_SegmentReportingAssetReconcilingItemLineItems
definition,label,loc_us-gaap_SegmentReportingAssetReconcilingItemLineItems_D1C10B443289569FBA7F63FF52AE1B9F
definition,type,locator
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_ReconciliationOfAssetsFromSegmentToConsolidatedTable
definition,label,loc_us-gaap_ReconciliationOfAssetsFromSegmentToConsolidatedTable_9C6C08E73D2C56D3B0061192566602EC
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/all
definition,from,loc_us-gaap_SegmentReportingAssetReconcilingItemLineItems_D1C10B443289569FBA7F63FF52AE1B9F
definition,to,loc_us-gaap_ReconciliationOfAssetsFromSegmentToConsolidatedTable_9C6C08E73D2C56D3B0061192566602EC
definition,type,arc
definition,closed,true
definition,contextElement,segment
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/srt/2019/elts/srt-2019-01-31.xsd#srt_StatementGeographicalAxis
definition,label,loc_srt_StatementGeographicalAxis_BD8249B27F9359798A1E11D512A6F57B
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_ReconciliationOfAssetsFromSegmentToConsolidatedTable_9C6C08E73D2C56D3B0061192566602EC
definition,to,loc_srt_StatementGeographicalAxis_BD8249B27F9359798A1E11D512A6F57B
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/srt/2019/elts/srt-2019-01-31.xsd#srt_SegmentGeographicalDomain
definition,label,loc_srt_SegmentGeographicalDomain_80191B637BCB1B10E908D3294FD606EA_F214BB6C0A1D504B94C529BCF0B0CC64
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_srt_StatementGeographicalAxis_BD8249B27F9359798A1E11D512A6F57B
definition,to,loc_srt_SegmentGeographicalDomain_80191B637BCB1B10E908D3294FD606EA_F214BB6C0A1D504B94C529BCF0B0CC64
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/srt/2019/elts/srt-2019-01-31.xsd#srt_SegmentGeographicalDomain
definition,label,loc_srt_SegmentGeographicalDomain_8E754F5160855F2796F2F14399E0704D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_srt_StatementGeographicalAxis_BD8249B27F9359798A1E11D512A6F57B
definition,to,loc_srt_SegmentGeographicalDomain_8E754F5160855F2796F2F14399E0704D
definition,type,arc
definition,item_type,definition_loc
definition,href,https://xbrl.sec.gov/country/2017/country-2017-01-31.xsd#country_US
definition,label,loc_country_US_7950ACD19C835251A5A14DB1B09C49A3
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_srt_SegmentGeographicalDomain_8E754F5160855F2796F2F14399E0704D
definition,to,loc_country_US_7950ACD19C835251A5A14DB1B09C49A3
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_NonUsMember
definition,label,loc_us-gaap_NonUsMember_7FCF75DA35805D73BFF9F60FC89D7A0A
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_srt_SegmentGeographicalDomain_8E754F5160855F2796F2F14399E0704D
definition,to,loc_us-gaap_NonUsMember_7FCF75DA35805D73BFF9F60FC89D7A0A
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_NoncurrentAssets
definition,label,loc_us-gaap_NoncurrentAssets_007F552FCBF95A74927E5C289A4710C3
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_SegmentReportingAssetReconcilingItemLineItems_D1C10B443289569FBA7F63FF52AE1B9F
definition,to,loc_us-gaap_NoncurrentAssets_007F552FCBF95A74927E5C289A4710C3
definition,type,arc
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GeographicalInformationTables
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GoodwillAndIntangibleAssets
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GoodwillAndIntangibleAssetsChangeInCarryingAmountOfGoodwillDetails
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GoodwillAndIntangibleAssetsEstimatedAmortizationExpenseDetails
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GoodwillAndIntangibleAssetsIntangibleAssetsDetail
definition,type,extended
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsLineItems
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,type,locator
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_ScheduleOfFiniteLivedIntangibleAssetsTable
definition,label,loc_us-gaap_ScheduleOfFiniteLivedIntangibleAssetsTable_4C490A32B90D5F729369DA4FCB42F0C8
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/all
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,to,loc_us-gaap_ScheduleOfFiniteLivedIntangibleAssetsTable_4C490A32B90D5F729369DA4FCB42F0C8
definition,type,arc
definition,closed,true
definition,contextElement,segment
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsByMajorClassAxis
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsByMajorClassAxis_1E3981AC2947567CBA00220D2A5E746D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_ScheduleOfFiniteLivedIntangibleAssetsTable_4C490A32B90D5F729369DA4FCB42F0C8
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsByMajorClassAxis_1E3981AC2947567CBA00220D2A5E746D
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A201440D5B150FB98460D3294FB74DFD_F214BB6C0A1D504B94C529BCF0B0CC64
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsByMajorClassAxis_1E3981AC2947567CBA00220D2A5E746D
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A201440D5B150FB98460D3294FB74DFD_F214BB6C0A1D504B94C529BCF0B0CC64
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsByMajorClassAxis_1E3981AC2947567CBA00220D2A5E746D
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,type,arc
definition,item_type,definition_loc
definition,href,fb-20190930.xsd#fb_AcquiredusersMember
definition,label,loc_fb_AcquiredusersMember_027B74A2C99A5C4BBAA0BABB4817E040
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,to,loc_fb_AcquiredusersMember_027B74A2C99A5C4BBAA0BABB4817E040
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TechnologyBasedIntangibleAssetsMember
definition,label,loc_us-gaap_TechnologyBasedIntangibleAssetsMember_3A2942DE7B415D3997B0D281AE34450D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,to,loc_us-gaap_TechnologyBasedIntangibleAssetsMember_3A2942DE7B415D3997B0D281AE34450D
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_PatentsMember
definition,label,loc_us-gaap_PatentsMember_66B96CF60EFB5C4D9FA3E455C0309044
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,to,loc_us-gaap_PatentsMember_66B96CF60EFB5C4D9FA3E455C0309044
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_TradeNamesMember
definition,label,loc_us-gaap_TradeNamesMember_1E73C49389A9599896B0AC5799C74E04
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,4
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,to,loc_us-gaap_TradeNamesMember_1E73C49389A9599896B0AC5799C74E04
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_OtherIntangibleAssetsMember
definition,label,loc_us-gaap_OtherIntangibleAssetsMember_F2085CB257FA5B70BB532C63B7241C2E
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,5
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsMajorClassNameDomain_A5C750F22B7054278533B1F1373C055D
definition,to,loc_us-gaap_OtherIntangibleAssetsMember_F2085CB257FA5B70BB532C63B7241C2E
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife
definition,label,loc_us-gaap_AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife_22704E9142525C23A0188733777BF8ED
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,to,loc_us-gaap_AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife_22704E9142525C23A0188733777BF8ED
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsGross
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsGross_62F79E6E9F3A5355903382972ACB42B4
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsGross_62F79E6E9F3A5355903382972ACB42B4
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization_E74E5563669056F3A38DD04247427E7A
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization_E74E5563669056F3A38DD04247427E7A
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_FiniteLivedIntangibleAssetsNet
definition,label,loc_us-gaap_FiniteLivedIntangibleAssetsNet_1B2A1C0F2796567288301F928D50FF54
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,4
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FiniteLivedIntangibleAssetsLineItems_2364B14A503C529EAE540142AD7E3B3E
definition,to,loc_us-gaap_FiniteLivedIntangibleAssetsNet_1B2A1C0F2796567288301F928D50FF54
definition,type,arc
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/GoodwillAndIntangibleAssetsTables
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/IncomeTaxes
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/IncomeTaxesDetails
definition,type,extended
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxContingencyLineItems
definition,label,loc_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
definition,type,locator
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_IncomeTaxContingencyTable
definition,label,loc_us-gaap_IncomeTaxContingencyTable_8C1A7C1250D14FFD92F1133F00EBEC94
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/all
definition,from,loc_us-gaap_IncomeTaxContingencyLineItems_389D335B2A21EA4B050F133F00EFFC32
definition,to,loc_us-gaap_IncomeTaxContingencyTable_8C1A7C1250D14FFD92F1133F00EBEC94
definition,type,arc
definition,closed,true
definition,contextElement,segment
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_SubsequentEventTypeAxis
definition,label,loc_us-gaap_SubsequentEventTypeAxis_D1DF85DF64937BCAFFDE133F00EC9A0D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_IncomeTaxContingencyTable_8C1A7C1250D14FFD92F1133F00EBEC94
definition,to,loc_us-gaap_SubsequentEventTypeAxis_D1DF85DF64937BCAFFDE133F00EC9A0D
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_SubsequentEventTypeDomain
definition,label,loc_us-gaap_SubsequentEventTypeDomain_0F7EA672B1B751F3508C133F00EC0853_default
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_SubsequentEventTypeAxis_D1DF85DF64937BCAFFDE133F00EC9A0D
definition,to,loc_us-gaap_SubsequentEventTypeDomain_0F7EA672B1B751F3508C133F00EC0853_default
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2019/elts/us-gaap-2019-01-31.xsd#us-gaap_SubsequentEventTypeDomain
definition,label,loc_us-gaap_SubsequentEventTypeDomain_0F7EA672B1B751F3508C133F00EC0853
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_SubsequentEventTypeAxis_D1DF85DF64937BCAFFDE133F00EC9A0D
